Date,Rt,Et,Ret,Qt
94/07/17 23,0.000,0.000,0.000,0.3112
94/07/18 00,0.000,0.003,0.000,0.3112
94/07/18 01,0.000,0.000,0.000,0.312
94/07/18 02,0.000,0.000,0.000,0.312
94/07/18 03,0.000,0.000,0.000,0.3135
94/07/18 04,0.000,0.000,0.000,0.3158
94/07/18 05,0.000,0.000,0.000,0.318
94/07/18 06,0.000,0.015,0.000,0.3232
94/07/18 07,0.000,0.019,0.000,0.3225
94/07/18 08,0.000,0.037,0.000,0.324
94/07/18 09,0.000,0.061,0.000,0.324
94/07/18 10,0.000,0.085,0.000,0.3188
94/07/18 11,0.000,0.121,0.000,0.3195
94/07/18 12,0.000,0.155,0.000,0.318
94/07/18 13,0.000,0.161,0.000,0.3142
94/07/18 14,0.000,0.145,0.000,0.3135
94/07/18 15,0.000,0.105,0.000,0.3135
94/07/18 16,0.000,0.061,0.000,0.3173
94/07/18 17,0.000,0.028,0.000,0.318
94/07/18 18,0.000,0.016,0.000,0.318
94/07/18 19,0.000,0.008,0.000,0.312
94/07/18 20,0.000,0.000,0.000,0.3016
94/07/18 21,0.000,0.000,0.000,0.2942
94/07/18 22,0.000,0.000,0.000,0.289
94/07/18 23,0.000,0.000,0.000,0.2897
94/07/19 00,0.000,0.000,0.000,0.295
94/07/19 01,0.000,0.000,0.000,0.295
94/07/19 02,0.000,0.001,0.000,0.295
94/07/19 03,0.000,0.001,0.000,0.2981
94/07/19 04,0.000,0.004,0.000,0.3008
94/07/19 05,0.000,0.005,0.000,0.3045
94/07/19 06,0.000,0.010,0.000,0.3075
94/07/19 07,0.002,0.040,0.000,0.3112
94/07/19 08,0.000,0.036,0.000,0.3158
94/07/19 09,0.000,0.093,0.000,0.318
94/07/19 10,0.003,0.088,0.000,0.3172
94/07/19 11,0.000,0.118,0.000,0.3135
94/07/19 12,0.000,0.112,0.000,0.312
94/07/19 13,0.000,0.138,0.000,0.3098
94/07/19 14,0.000,0.137,0.000,0.306
94/07/19 15,0.000,0.138,0.000,0.306
94/07/19 16,0.000,0.105,0.000,0.306
94/07/19 17,0.000,0.090,0.000,0.306
94/07/19 18,0.000,0.076,0.000,0.3052
94/07/19 19,0.000,0.044,0.000,0.3015
94/07/19 20,0.000,0.002,0.000,0.3
94/07/19 21,0.000,0.000,0.000,0.3
94/07/19 22,0.000,0.000,0.000,0.3
94/07/19 23,0.000,0.000,0.000,0.3
94/07/20 00,0.000,0.000,0.000,0.3
94/07/20 01,0.000,0.000,0.000,0.3022
94/07/20 02,0.000,0.000,0.000,0.306
94/07/20 03,0.000,0.000,0.000,0.306
94/07/20 04,0.000,0.000,0.000,0.3082
94/07/20 05,0.000,0.000,0.000,0.312
94/07/20 06,0.000,0.008,0.000,0.312
94/07/20 07,0.000,0.034,0.000,0.312
94/07/20 08,0.000,0.071,0.000,0.315
94/07/20 09,0.000,0.103,0.000,0.312
94/07/20 10,0.000,0.134,0.000,0.312
94/07/20 11,0.000,0.156,0.000,0.312
94/07/20 12,0.000,0.115,0.000,0.3082
94/07/20 13,0.000,0.155,0.000,0.306
94/07/20 14,0.000,0.179,0.000,0.3007
94/07/20 15,0.000,0.164,0.000,0.3
94/07/20 16,0.000,0.147,0.000,0.3
94/07/20 17,0.000,0.100,0.000,0.3
94/07/20 18,0.000,0.066,0.000,0.3045
94/07/20 19,0.000,0.033,0.000,0.3
94/07/20 20,0.000,0.001,0.000,0.3008
94/07/20 21,0.000,0.000,0.000,0.3075
94/07/20 22,0.000,0.000,0.000,0.3022
94/07/20 23,0.000,0.000,0.000,0.3
94/07/21 00,0.000,0.000,0.000,0.3
94/07/21 01,0.000,0.000,0.000,0.3
94/07/21 02,0.000,0.000,0.000,0.3
94/07/21 03,0.000,0.000,0.000,0.3052
94/07/21 04,0.000,0.000,0.000,0.306
94/07/21 05,0.000,0.000,0.000,0.3097
94/07/21 06,0.000,0.005,0.000,0.312
94/07/21 07,0.000,0.021,0.000,0.312
94/07/21 08,0.000,0.035,0.000,0.312
94/07/21 09,0.000,0.064,0.000,0.3158
94/07/21 10,0.000,0.125,0.000,0.3142
94/07/21 11,0.000,0.119,0.000,0.312
94/07/21 12,0.000,0.113,0.000,0.312
94/07/21 13,0.000,0.125,0.000,0.3098
94/07/21 14,0.000,0.139,0.000,0.306
94/07/21 15,0.000,0.097,0.000,0.306
94/07/21 16,0.000,0.055,0.000,0.315
94/07/21 17,0.000,0.040,0.000,0.3232
94/07/21 18,0.000,0.032,0.000,0.312
94/07/21 19,0.000,0.020,0.000,0.3098
94/07/21 20,0.000,0.006,0.000,0.309
94/07/21 21,0.000,0.000,0.000,0.306
94/07/21 22,0.000,0.000,0.000,0.306
94/07/21 23,0.000,0.000,0.000,0.306
94/07/22 00,0.000,0.000,0.000,0.306
94/07/22 01,0.000,0.000,0.000,0.306
94/07/22 02,0.000,0.000,0.000,0.306
94/07/22 03,0.000,0.000,0.000,0.3112
94/07/22 04,0.000,0.000,0.000,0.312
94/07/22 05,0.000,0.000,0.000,0.312
94/07/22 06,0.001,0.008,0.000,0.3143
94/07/22 07,0.000,0.023,0.000,0.318
94/07/22 08,0.000,0.028,0.000,0.318
94/07/22 09,0.000,0.042,0.000,0.318
94/07/22 10,0.000,0.090,0.000,0.315
94/07/22 11,0.000,0.110,0.000,0.3128
94/07/22 12,0.000,0.134,0.000,0.3112
94/07/22 13,0.000,0.121,0.000,0.3112
94/07/22 14,0.000,0.114,0.000,0.3098
94/07/22 15,0.000,0.124,0.000,0.306
94/07/22 16,0.000,0.105,0.000,0.306
94/07/22 17,0.000,0.079,0.000,0.306
94/07/22 18,0.000,0.060,0.000,0.3097
94/07/22 19,0.000,0.031,0.000,0.312
94/07/22 20,0.000,0.004,0.000,0.3112
94/07/22 21,0.000,0.000,0.000,0.3075
94/07/22 22,0.000,0.000,0.000,0.306
94/07/22 23,0.000,0.000,0.000,0.306
94/07/23 00,0.000,0.000,0.000,0.3052
94/07/23 01,0.007,0.000,0.007,0.3
94/07/23 02,0.000,0.002,0.000,0.3
94/07/23 03,0.000,0.001,0.000,0.3038
94/07/23 04,0.000,0.000,0.000,0.306
94/07/23 05,0.000,0.001,0.000,0.3067
94/07/23 06,0.000,0.008,0.000,0.303
94/07/23 07,0.014,0.027,0.000,0.3052
94/07/23 08,0.000,0.046,0.000,0.306
94/07/23 09,0.000,0.083,0.000,0.3052
94/07/23 10,0.000,0.117,0.000,0.3015
94/07/23 11,0.000,0.138,0.000,0.3
94/07/23 12,0.000,0.119,0.000,0.2956
94/07/23 13,0.000,0.154,0.000,0.2935
94/07/23 14,0.000,0.145,0.000,0.2898
94/07/23 15,0.000,0.078,0.000,0.289
94/07/23 16,0.000,0.050,0.000,0.289
94/07/23 17,0.000,0.041,0.000,0.289
94/07/23 18,0.000,0.031,0.000,0.289
94/07/23 19,0.000,0.015,0.000,0.289
94/07/23 20,0.000,0.000,0.000,0.2942
94/07/23 21,0.000,0.000,0.000,0.295
94/07/23 22,0.000,0.000,0.000,0.2942
94/07/23 23,0.002,0.000,0.002,0.2912
94/07/24 00,0.000,0.000,0.000,0.292
94/07/24 01,0.000,0.001,0.000,0.2905
94/07/24 02,0.000,0.000,0.000,0.2935
94/07/24 03,0.000,0.001,0.000,0.295
94/07/24 04,0.000,0.001,0.000,0.295
94/07/24 05,0.000,0.001,0.000,0.295
94/07/24 06,0.000,0.008,0.000,0.2981
94/07/24 07,0.000,0.023,0.000,0.2994
94/07/24 08,0.007,0.043,0.000,0.2994
94/07/24 09,0.000,0.062,0.000,0.3
94/07/24 10,0.000,0.069,0.000,0.3
94/07/24 11,0.000,0.098,0.000,0.2981
94/07/24 12,0.000,0.112,0.000,0.295
94/07/24 13,0.000,0.106,0.000,0.295
94/07/24 14,0.000,0.117,0.000,0.295
94/07/24 15,0.000,0.092,0.000,0.295
94/07/24 16,0.000,0.078,0.000,0.295
94/07/24 17,0.000,0.076,0.000,0.295
94/07/24 18,0.000,0.046,0.000,0.295
94/07/24 19,0.000,0.021,0.000,0.295
94/07/24 20,0.000,0.001,0.000,0.295
94/07/24 21,0.000,0.000,0.000,0.295
94/07/24 22,0.000,0.000,0.000,0.295
94/07/24 23,0.000,0.000,0.000,0.295
94/07/25 00,0.000,0.000,0.000,0.295
94/07/25 01,0.000,0.000,0.000,0.295
94/07/25 02,0.000,0.000,0.000,0.295
94/07/25 03,0.000,0.000,0.000,0.295
94/07/25 04,0.000,0.000,0.000,0.2981
94/07/25 05,0.000,0.000,0.000,0.3
94/07/25 06,0.000,0.005,0.000,0.3
94/07/25 07,0.000,0.021,0.000,0.3
94/07/25 08,0.000,0.043,0.000,0.3
94/07/25 09,0.000,0.078,0.000,0.3
94/07/25 10,0.000,0.101,0.000,0.3
94/07/25 11,0.000,0.122,0.000,0.2994
94/07/25 12,0.000,0.128,0.000,0.295
94/07/25 13,0.000,0.130,0.000,0.295
94/07/25 14,0.000,0.110,0.000,0.295
94/07/25 15,0.000,0.094,0.000,0.295
94/07/25 16,0.000,0.087,0.000,0.2935
94/07/25 17,0.000,0.068,0.000,0.295
94/07/25 18,0.000,0.027,0.000,0.295
94/07/25 19,0.000,0.018,0.000,0.295
94/07/25 20,0.000,0.005,0.000,0.2962
94/07/25 21,0.002,0.002,0.000,0.295
94/07/25 22,0.007,0.002,0.005,0.295
94/07/25 23,0.000,0.001,0.000,0.2956
94/07/26 00,0.000,0.001,0.000,0.2987
94/07/26 01,0.000,0.002,0.000,0.2981
94/07/26 02,0.000,0.001,0.000,0.295
94/07/26 03,0.000,0.001,0.000,0.2956
94/07/26 04,0.000,0.002,0.000,0.2994
94/07/26 05,0.000,0.002,0.000,0.295
94/07/26 06,0.000,0.003,0.000,0.2969
94/07/26 07,0.000,0.006,0.000,0.3
94/07/26 08,0.000,0.011,0.000,0.2969
94/07/26 09,0.000,0.012,0.000,0.2994
94/07/26 10,0.236,0.014,0.222,0.2994
94/07/26 11,0.314,0.012,0.302,0.2962
94/07/26 12,0.008,0.018,0.000,0.295
94/07/26 13,0.000,0.017,0.000,0.295
94/07/26 14,0.007,0.029,0.000,0.295
94/07/26 15,0.007,0.037,0.000,0.2994
94/07/26 16,0.000,0.034,0.000,0.3
94/07/26 17,0.007,0.017,0.000,0.3052
94/07/26 18,0.000,0.009,0.000,0.3097
94/07/26 19,0.000,0.005,0.000,0.3105
94/07/26 20,0.000,0.001,0.000,0.312
94/07/26 21,0.004,0.000,0.004,0.312
94/07/26 22,0.000,0.000,0.000,0.312
94/07/26 23,0.000,0.000,0.000,0.312
94/07/27 00,0.000,0.000,0.000,0.312
94/07/27 01,0.000,0.000,0.000,0.312
94/07/27 02,0.001,0.000,0.001,0.312
94/07/27 03,0.035,0.000,0.035,0.312
94/07/27 04,0.021,0.000,0.021,0.312
94/07/27 05,0.036,0.000,0.036,0.312
94/07/27 06,0.008,0.003,0.005,0.3173
94/07/27 07,0.007,0.005,0.002,0.318
94/07/27 08,0.000,0.012,0.000,0.3142
94/07/27 09,0.007,0.027,0.000,0.312
94/07/27 10,0.000,0.011,0.000,0.312
94/07/27 11,0.001,0.024,0.000,0.312
94/07/27 12,0.007,0.034,0.000,0.312
94/07/27 13,0.000,0.041,0.000,0.3082
94/07/27 14,0.000,0.053,0.000,0.306
94/07/27 15,0.007,0.046,0.000,0.306
94/07/27 16,0.000,0.045,0.000,0.3097
94/07/27 17,0.000,0.032,0.000,0.312
94/07/27 18,0.000,0.016,0.000,0.312
94/07/27 19,0.000,0.008,0.000,0.312
94/07/27 20,0.007,0.003,0.004,0.312
94/07/27 21,0.000,0.001,0.000,0.312
94/07/27 22,0.000,0.000,0.000,0.3068
94/07/27 23,0.000,0.000,0.000,0.306
94/07/28 00,0.004,0.000,0.004,0.3067
94/07/28 01,0.000,0.000,0.000,0.3105
94/07/28 02,0.014,0.000,0.014,0.312
94/07/28 03,0.008,0.000,0.008,0.312
94/07/28 04,0.007,0.002,0.005,0.312
94/07/28 05,0.043,0.000,0.043,0.312
94/07/28 06,0.000,0.001,0.000,0.312
94/07/28 07,0.007,0.016,0.000,0.3098
94/07/28 08,0.000,0.041,0.000,0.306
94/07/28 09,0.000,0.068,0.000,0.3052
94/07/28 10,0.001,0.104,0.000,0.3
94/07/28 11,0.001,0.121,0.000,0.2956
94/07/28 12,0.015,0.130,0.000,0.2912
94/07/28 13,0.000,0.131,0.000,0.2882
94/07/28 14,0.000,0.125,0.000,0.286
94/07/28 15,0.021,0.112,0.000,0.283
94/07/28 16,0.000,0.099,0.000,0.283
94/07/28 17,0.000,0.074,0.000,0.283
94/07/28 18,0.000,0.057,0.000,0.2845
94/07/28 19,0.000,0.033,0.000,0.286
94/07/28 20,0.000,0.005,0.000,0.2882
94/07/28 21,0.000,0.000,0.000,0.2867
94/07/28 22,0.000,0.000,0.000,0.283
94/07/28 23,0.000,0.000,0.000,0.283
94/07/29 00,0.007,0.000,0.007,0.283
94/07/29 01,0.000,0.000,0.000,0.283
94/07/29 02,0.000,0.000,0.000,0.283
94/07/29 03,0.000,0.000,0.000,0.283
94/07/29 04,0.000,0.000,0.000,0.283
94/07/29 05,0.000,0.000,0.000,0.283
94/07/29 06,0.015,0.004,0.011,0.2838
94/07/29 07,0.000,0.021,0.000,0.289
94/07/29 08,0.000,0.048,0.000,0.289
94/07/29 09,0.000,0.074,0.000,0.289
94/07/29 10,0.000,0.096,0.000,0.2852
94/07/29 11,0.000,0.105,0.000,0.283
94/07/29 12,0.000,0.118,0.000,0.283
94/07/29 13,0.000,0.130,0.000,0.2792
94/07/29 14,0.000,0.121,0.000,0.2764
94/07/29 15,0.000,0.103,0.000,0.272
94/07/29 16,0.000,0.092,0.000,0.272
94/07/29 17,0.000,0.077,0.000,0.272
94/07/29 18,0.000,0.036,0.000,0.272
94/07/29 19,0.000,0.017,0.000,0.272
94/07/29 20,0.000,0.000,0.000,0.272
94/07/29 21,0.000,0.000,0.000,0.272
94/07/29 22,0.000,0.000,0.000,0.272
94/07/29 23,0.000,0.000,0.000,0.272
94/07/30 00,0.000,0.000,0.000,0.272
94/07/30 01,0.000,0.000,0.000,0.272
94/07/30 02,0.000,0.000,0.000,0.272
94/07/30 03,0.000,0.000,0.000,0.2764
94/07/30 04,0.000,0.000,0.000,0.277
94/07/30 05,0.000,0.000,0.000,0.277
94/07/30 06,0.000,0.005,0.000,0.277
94/07/30 07,0.000,0.016,0.000,0.277
94/07/30 08,0.000,0.019,0.000,0.277
94/07/30 09,0.016,0.042,0.000,0.2808
94/07/30 10,0.000,0.048,0.000,0.283
94/07/30 11,0.014,0.081,0.000,0.2815
94/07/30 12,0.000,0.093,0.000,0.2792
94/07/30 13,0.000,0.110,0.000,0.277
94/07/30 14,0.019,0.075,0.000,0.277
94/07/30 15,0.000,0.070,0.000,0.277
94/07/30 16,0.000,0.068,0.000,0.277
94/07/30 17,0.000,0.042,0.000,0.277
94/07/30 18,0.000,0.036,0.000,0.277
94/07/30 19,0.000,0.017,0.000,0.2751
94/07/30 20,0.000,0.000,0.000,0.2764
94/07/30 21,0.000,0.000,0.000,0.277
94/07/30 22,0.000,0.000,0.000,0.277
94/07/30 23,0.000,0.000,0.000,0.277
94/07/31 00,0.000,0.000,0.000,0.277
94/07/31 01,0.000,0.000,0.000,0.277
94/07/31 02,0.000,0.000,0.000,0.277
94/07/31 03,0.000,0.000,0.000,0.277
94/07/31 04,0.000,0.000,0.000,0.277
94/07/31 05,0.000,0.000,0.000,0.2778
94/07/31 06,0.000,0.005,0.000,0.283
94/07/31 07,0.000,0.007,0.000,0.283
94/07/31 08,0.108,0.011,0.097,0.283
94/07/31 09,4.083,0.005,4.078,0.2905
94/07/31 10,4.124,0.009,4.115,0.2976
94/07/31 11,0.277,0.027,0.250,0.3022
94/07/31 12,0.944,0.016,0.928,0.3022
94/07/31 13,0.348,0.058,0.290,0.3067
94/07/31 14,0.050,0.100,0.000,0.3128
94/07/31 15,0.008,0.126,0.000,0.3278
94/07/31 16,0.008,0.110,0.000,0.3443
94/07/31 17,0.000,0.050,0.000,0.3665
94/07/31 18,0.000,0.035,0.000,0.4269
94/07/31 19,0.008,0.027,0.000,0.4525
94/07/31 20,0.000,0.000,0.000,0.4475
94/07/31 21,0.000,0.000,0.000,0.4332
94/07/31 22,0.000,0.000,0.000,0.4265
94/07/31 23,0.000,0.000,0.000,0.479
94/08/01 00,0.000,0.000,0.000,0.5506
94/08/01 01,0.000,0.000,0.000,0.568
94/08/01 02,0.000,0.000,0.000,0.5524
94/08/01 03,0.005,0.000,0.005,0.5266
94/08/01 04,0.029,0.000,0.029,0.5025
94/08/01 05,0.014,0.000,0.014,0.4806
94/08/01 06,0.020,0.009,0.011,0.4574
94/08/01 07,0.006,0.043,0.000,0.4389
94/08/01 08,0.009,0.049,0.000,0.4217
94/08/01 09,0.000,0.100,0.000,0.4046
94/08/01 10,0.000,0.058,0.000,0.3901
94/08/01 11,0.269,0.051,0.218,0.3805
94/08/01 12,0.010,0.103,0.000,0.3684
94/08/01 13,0.000,0.144,0.000,0.3578
94/08/01 14,0.000,0.100,0.000,0.3532
94/08/01 15,0.010,0.084,0.000,0.3472
94/08/01 16,0.001,0.084,0.000,0.342
94/08/01 17,0.000,0.052,0.000,0.3382
94/08/01 18,0.000,0.034,0.000,0.336
94/08/01 19,0.186,0.007,0.179,0.3323
94/08/01 20,0.349,0.000,0.349,0.3278
94/08/01 21,0.094,0.000,0.094,0.3233
94/08/01 22,0.000,0.000,0.000,0.318
94/08/01 23,0.000,0.000,0.000,0.318
94/08/02 00,0.000,0.000,0.000,0.318
94/08/02 01,0.000,0.000,0.000,0.3165
94/08/02 02,0.000,0.000,0.000,0.318
94/08/02 03,0.000,0.000,0.000,0.318
94/08/02 04,0.000,0.000,0.000,0.318
94/08/02 05,0.000,0.000,0.000,0.318
94/08/02 06,0.066,0.001,0.065,0.318
94/08/02 07,0.344,0.007,0.337,0.318
94/08/02 08,0.697,0.012,0.685,0.318
94/08/02 09,0.571,0.017,0.554,0.318
94/08/02 10,0.337,0.022,0.315,0.318
94/08/02 11,0.026,0.028,0.000,0.318
94/08/02 12,0.004,0.026,0.000,0.318
94/08/02 13,0.035,0.013,0.022,0.318
94/08/02 14,0.020,0.016,0.004,0.318
94/08/02 15,0.018,0.042,0.000,0.3188
94/08/02 16,0.000,0.025,0.000,0.324
94/08/02 17,0.073,0.010,0.063,0.3263
94/08/02 18,1.674,0.010,1.664,0.3345
94/08/02 19,0.159,0.004,0.155,0.3405
94/08/02 20,0.107,0.001,0.106,0.342
94/08/02 21,0.018,0.000,0.018,0.3458
94/08/02 22,0.009,0.000,0.009,0.348
94/08/02 23,0.009,0.000,0.009,0.3443
94/08/03 00,0.172,0.000,0.172,0.3458
94/08/03 01,0.016,0.000,0.016,0.348
94/08/03 02,0.007,0.000,0.007,0.3502
94/08/03 03,0.073,0.000,0.073,0.3562
94/08/03 04,0.000,0.001,0.000,0.3644
94/08/03 05,0.013,0.000,0.013,0.367
94/08/03 06,0.002,0.006,0.000,0.367
94/08/03 07,0.010,0.035,0.000,0.3626
94/08/03 08,0.000,0.056,0.000,0.36
94/08/03 09,0.000,0.056,0.000,0.3585
94/08/03 10,0.000,0.061,0.000,0.3562
94/08/03 11,0.020,0.095,0.000,0.3532
94/08/03 12,0.000,0.123,0.000,0.348
94/08/03 13,0.403,0.020,0.383,0.3458
94/08/03 14,1.143,0.019,1.124,0.348
94/08/03 15,0.345,0.026,0.319,0.3487
94/08/03 16,0.011,0.024,0.000,0.348
94/08/03 17,0.070,0.020,0.050,0.348
94/08/03 18,0.000,0.025,0.000,0.3495
94/08/03 19,0.000,0.010,0.000,0.3495
94/08/03 20,0.000,0.000,0.000,0.3518
94/08/03 21,0.090,0.004,0.086,0.3525
94/08/03 22,0.011,0.014,0.000,0.3532
94/08/03 23,18.526,0.010,18.516,0.4038
94/08/04 00,1.137,0.002,1.135,0.4416
94/08/04 01,0.082,0.000,0.082,0.4433
94/08/04 02,0.020,0.000,0.020,0.451
94/08/04 03,0.030,0.000,0.030,0.4884
94/08/04 04,0.013,0.000,0.013,0.6113
94/08/04 05,0.000,0.000,0.000,0.7169
94/08/04 06,0.020,0.004,0.016,1.7926
94/08/04 07,0.000,0.025,0.000,5.78
94/08/04 08,0.020,0.041,0.000,6.7299
94/08/04 09,0.020,0.034,0.000,5.6721
94/08/04 10,0.010,0.019,0.000,4.2426
94/08/04 11,0.010,0.023,0.000,3.0065
94/08/04 12,0.031,0.039,0.000,2.1344
94/08/04 13,0.030,0.085,0.000,1.5755
94/08/04 14,0.021,0.091,0.000,1.2881
94/08/04 15,0.039,0.082,0.000,1.1301
94/08/04 16,0.002,0.123,0.000,1.0115
94/08/04 17,0.000,0.078,0.000,0.9174
94/08/04 18,0.329,0.023,0.306,0.8161
94/08/04 19,0.245,0.010,0.235,0.7094
94/08/04 20,0.073,0.000,0.073,0.6176
94/08/04 21,0.000,0.000,0.000,0.5598
94/08/04 22,0.000,0.000,0.000,0.5489
94/08/04 23,0.000,0.000,0.000,0.5761
94/08/05 00,0.000,0.000,0.000,0.5964
94/08/05 01,0.000,0.000,0.000,0.5981
94/08/05 02,0.000,0.000,0.000,0.5861
94/08/05 03,0.001,0.000,0.001,0.5734
94/08/05 04,0.000,0.000,0.000,0.5568
94/08/05 05,0.004,0.000,0.004,0.5454
94/08/05 06,0.019,0.009,0.010,0.5305
94/08/05 07,0.010,0.035,0.000,0.5165
94/08/05 08,0.000,0.080,0.000,0.4999
94/08/05 09,0.029,0.125,0.000,0.4911
94/08/05 10,0.039,0.184,0.000,0.4806
94/08/05 11,0.016,0.227,0.000,0.4727
94/08/05 12,0.025,0.182,0.000,0.4596
94/08/05 13,0.020,0.174,0.000,0.4491
94/08/05 14,0.000,0.179,0.000,0.4341
94/08/05 15,0.000,0.289,0.000,0.4241
94/08/05 16,0.000,0.179,0.000,0.4136
94/08/05 17,0.000,0.120,0.000,0.4087
94/08/05 18,0.000,0.113,0.000,0.4041
94/08/05 19,0.000,0.051,0.000,0.3972
94/08/05 20,0.000,0.000,0.000,0.3894
94/08/05 21,0.000,0.000,0.000,0.3828
94/08/05 22,0.000,0.000,0.000,0.3768
94/08/05 23,0.000,0.000,0.000,0.373
94/08/06 00,0.000,0.000,0.000,0.3692
94/08/06 01,0.000,0.000,0.000,0.367
94/08/06 02,0.000,0.000,0.000,0.3644
94/08/06 03,0.000,0.000,0.000,0.36
94/08/06 04,0.000,0.000,0.000,0.36
94/08/06 05,0.000,0.000,0.000,0.3592
94/08/06 06,0.000,0.017,0.000,0.3555
94/08/06 07,0.000,0.052,0.000,0.3502
94/08/06 08,0.000,0.079,0.000,0.3472
94/08/06 09,0.000,0.135,0.000,0.3435
94/08/06 10,0.000,0.193,0.000,0.3382
94/08/06 11,0.000,0.188,0.000,0.3323
94/08/06 12,0.000,0.215,0.000,0.3278
94/08/06 13,0.000,0.191,0.000,0.327
94/08/06 14,0.000,0.188,0.000,0.3248
94/08/06 15,0.000,0.214,0.000,0.3248
94/08/06 16,0.000,0.183,0.000,0.324
94/08/06 17,0.000,0.133,0.000,0.324
94/08/06 18,0.000,0.050,0.000,0.324
94/08/06 19,0.000,0.014,0.000,0.324
94/08/06 20,0.000,0.002,0.000,0.324
94/08/06 21,0.000,0.000,0.000,0.324
94/08/06 22,0.000,0.000,0.000,0.324
94/08/06 23,0.000,0.000,0.000,0.324
94/08/07 00,0.000,0.000,0.000,0.324
94/08/07 01,0.000,0.000,0.000,0.324
94/08/07 02,0.000,0.000,0.000,0.324
94/08/07 03,0.000,0.004,0.000,0.324
94/08/07 04,0.009,0.005,0.004,0.3225
94/08/07 05,0.000,0.004,0.000,0.324
94/08/07 06,0.000,0.009,0.000,0.324
94/08/07 07,0.000,0.020,0.000,0.3255
94/08/07 08,0.000,0.050,0.000,0.3233
94/08/07 09,0.000,0.055,0.000,0.321
94/08/07 10,0.000,0.083,0.000,0.3195
94/08/07 11,0.000,0.092,0.000,0.318
94/08/07 12,0.000,0.061,0.000,0.3158
94/08/07 13,0.000,0.049,0.000,0.315
94/08/07 14,0.000,0.128,0.000,0.3173
94/08/07 15,0.000,0.128,0.000,0.3165
94/08/07 16,0.000,0.061,0.000,0.3158
94/08/07 17,0.000,0.047,0.000,0.3143
94/08/07 18,0.000,0.034,0.000,0.318
94/08/07 19,0.000,0.015,0.000,0.3165
94/08/07 20,0.000,0.000,0.000,0.3158
94/08/07 21,0.000,0.000,0.000,0.3135
94/08/07 22,0.000,0.000,0.000,0.312
94/08/07 23,0.001,0.000,0.001,0.312
94/08/08 00,0.000,0.004,0.000,0.312
94/08/08 01,0.000,0.000,0.000,0.3112
94/08/08 02,0.000,0.000,0.000,0.3075
94/08/08 03,0.000,0.002,0.000,0.306
94/08/08 04,0.000,0.000,0.000,0.306
94/08/08 05,0.000,0.000,0.000,0.3075
94/08/08 06,0.000,0.000,0.000,0.3082
94/08/08 07,0.000,0.039,0.000,0.312
94/08/08 08,0.000,0.074,0.000,0.3105
94/08/08 09,0.000,0.115,0.000,0.312
94/08/08 10,0.000,0.142,0.000,0.3068
94/08/08 11,0.000,0.148,0.000,0.3075
94/08/08 12,0.000,0.174,0.000,0.303
94/08/08 13,0.000,0.194,0.000,0.3045
94/08/08 14,0.000,0.260,0.000,0.3045
94/08/08 15,0.000,0.154,0.000,0.3075
94/08/08 16,0.000,0.121,0.000,0.306
94/08/08 17,0.000,0.140,0.000,0.3052
94/08/08 18,0.000,0.084,0.000,0.3052
94/08/08 19,0.000,0.034,0.000,0.3022
94/08/08 20,0.000,0.001,0.000,0.3
94/08/08 21,0.000,0.000,0.000,0.2974
94/08/08 22,0.000,0.000,0.000,0.289
94/08/08 23,0.000,0.000,0.000,0.289
94/08/09 00,0.000,0.000,0.000,0.289
94/08/09 01,0.000,0.005,0.000,0.289
94/08/09 02,0.000,0.005,0.000,0.2867
94/08/09 03,0.000,0.000,0.000,0.283
94/08/09 04,0.000,0.000,0.000,0.2875
94/08/09 05,0.000,0.000,0.000,0.2882
94/08/09 06,0.000,0.002,0.000,0.289
94/08/09 07,0.000,0.033,0.000,0.289
94/08/09 08,0.000,0.073,0.000,0.2927
94/08/09 09,0.000,0.116,0.000,0.2962
94/08/09 10,0.000,0.106,0.000,0.2928
94/08/09 11,0.000,0.123,0.000,0.2955
94/08/09 12,0.000,0.171,0.000,0.2912
94/08/09 13,0.000,0.235,0.000,0.289
94/08/09 14,0.000,0.206,0.000,0.2897
94/08/09 15,0.000,0.212,0.000,0.2996
94/08/09 16,0.000,0.143,0.000,0.2976
94/08/09 17,0.000,0.088,0.000,0.289
94/08/09 18,0.019,0.060,0.000,0.289
94/08/09 19,0.000,0.055,0.000,0.289
94/08/09 20,0.000,0.047,0.000,0.2845
94/08/09 21,0.000,0.048,0.000,0.2905
94/08/09 22,0.010,0.051,0.000,0.286
94/08/09 23,0.000,0.049,0.000,0.2837
94/08/10 00,0.000,0.033,0.000,0.283
94/08/10 01,0.001,0.028,0.000,0.283
94/08/10 02,0.313,0.019,0.294,0.2792
94/08/10 03,0.221,0.009,0.212,0.2739
94/08/10 04,0.000,0.010,0.000,0.2751
94/08/10 05,0.000,0.014,0.000,0.2758
94/08/10 06,0.000,0.012,0.000,0.278
94/08/10 07,0.000,0.018,0.000,0.283
94/08/10 08,0.000,0.030,0.000,0.283
94/08/10 09,0.010,0.044,0.000,0.2808
94/08/10 10,0.000,0.037,0.000,0.2785
94/08/10 11,0.000,0.032,0.000,0.277
94/08/10 12,0.019,0.050,0.000,0.277
94/08/10 13,0.050,0.043,0.007,0.277
94/08/10 14,0.084,0.042,0.042,0.2808
94/08/10 15,0.259,0.035,0.224,0.283
94/08/10 16,0.930,0.015,0.915,0.2882
94/08/10 17,1.452,0.008,1.444,0.289
